Time (h),Fg,RPM,Fs,Fa,Fb,Fc,Fh,Fw,pressure,Fremoved,S,DO2,P,V,Wt,pH,T,Q,CO2outgas,Fpaa,PAA_offline,Foil,NH3_offline,OUR,O2,P_offline,X_offline,CER,NH3_shots,Viscosity_offline,Fault_ref,Control_ref,PAT_ref,Batch_ref,Batch_ref
2.2,30,100,8,0,16.6468660576129,18.96304239547553,0.02790977160605974,0,0.6,-0,1.290547990253308,14.40674018254124,0.0009947840741206023,58322.11444009629,62580.11741068818,6.479985816544213,297.9649358353174,160.3845924678334,0.1288973472053441,5,NaN,22,NaN,0.05480389974415428,0.2039033222400543,NaN,NaN,0.04746274953759518,0,NaN,0,0,0,0,3
2.4,30,100,8,0,25.13408249563101,13.96035807440661,0.002790977160605974,0,0.6,-0,1.314617885280988,14.37600427032135,0.0009942307288117471,58324.44506034363,62586.91081512457,6.49223805648742,297.9601339866212,159.0960141374466,0.1318397721902119,5,NaN,22,NaN,0.06828008022984254,0.2036455380394849,NaN,NaN,0.04854807230696822,0,NaN,0,0,0,0,3
2.6,30,100,8,0,28.72265125132701,11.08294860145057,0.0002790977160605974,0,0.6,-0,1.33672212689469,14.34946435229956,0.0009936667106280727,58327.49383493327,62594.42426715123,6.507956759841834,297.9601318551705,159.0954473215733,0.1349029231501316,5,NaN,22,NaN,0.07990747216217335,0.20342193460922,NaN,NaN,0.04967801354919961,0,NaN,0,0,0,0,3
2.8,30,100,8,0,26.04759713540921,9.623251614480843,0.0001,0,0.6,-0,1.35662360056578,14.33057330018302,0.0009931132433136673,58330.00688962127,62601.39094746718,6.520844226001306,297.9633427553323,159.9572188756224,0.1380820557777619,5,NaN,22,NaN,0.08744847148757864,0.2032744317186525,NaN,NaN,0.05085083362303741,0,NaN,0,0,0,0,3
3,30,100,8,0,18.23793569661787,9.235972725067889,0.0001,0,0.6,-0,1.373962496833086,14.30210899248038,0.0009925870868197333,58330.95645653558,62606.7861432244,6.522265473986153,297.9699601098729,161.733332512298,0.1413764845854232,5,NaN,22,NaN,0.09785985825417978,0.2030729426175319,NaN,NaN,0.05206629024610163,0,NaN,0,0,0,0,3
3.2,30,100,15,0,9.888324300476876,10.12023161532063,0.0001,0,0.6,-0,1.401873021169947,14.26425777348298,0.0009920651488647897,58331.63380802311,62612.31348065219,6.510595025614381,297.9789305454601,164.1411070573216,0.1447895351371074,5,NaN,22,NaN,0.1129711820280512,0.2027831290549776,NaN,NaN,0.05332562148093922,0,NaN,0,0,0,0,3
3.4,30,100,15,0,6.213141118935319,12.03890585407414,0.0001,0,0.6,-0,1.427275144267929,14.23704579587055,0.0009915545196285726,58331.57331601854,62617.11093177022,6.493712828517611,297.989459450226,166.967275635924,0.1483337868016286,5,NaN,22,NaN,0.1240707523615028,0.2025680349606976,NaN,NaN,0.05463348111853301,0,NaN,0,0,0,0,3
3.6,30,100,15,0,9.266037883578521,14.81399518618452,0.0001,0,0.6,-0,1.449438684743658,14.20225917755307,0.0009910322065324266,58332.12011480136,62622.51696891562,6.481178804366391,298.00182951173,170.2877455930389,0.1520263105924266,5,NaN,22,NaN,0.1371759678770346,0.2023149506198955,NaN,NaN,0.0559961828239763,0,NaN,0,0,0,0,3
3.8,30,100,15,0,17.3016047055284,18.6074290027718,0.0001,0,0.6,-0,1.469639467868938,14.16729024920912,0.0009904819357216066,58334.27037242945,62629.55513752266,6.480303873430977,298.014197141379,173.6077289036815,0.15587049844245,5,NaN,22,NaN,0.1510089388693681,0.2020477753391395,NaN,NaN,0.05741499435299081,0,NaN,0,0,0,0,3
4,30,100,15,0,25.66281622932166,22.85009246027804,0.0001,0,0.6,-0,1.487695787851297,14.1369661861795,0.0009899036572572969,58338.08927327421,62638.28359125181,6.491028527767908,298.0251243426099,176.5412744520128,0.1598592035019613,5,NaN,22,NaN,0.1629678903768655,0.2018153305830994,NaN,NaN,0.05888729437096886,0,NaN,0,0,0,0,3
4.2,30,100,15,0,29.73342847694016,27.05961246428749,0.0001,0,0.6,-0,1.530623298974192,14.08574358129327,0.0009893127971243451,58342.71918986887,62649.27160755912,6.508355554440972,298.0332522099605,178.7235259074186,0.1639846527624185,5,NaN,30,NaN,0.1782986593733422,0.2015191834496337,NaN,NaN,0.0604102299119014,0,NaN,0,0,0,0,3
4.4,30,100,15,0,26.88869294694183,30.72393553888211,0.0001,0,0.6,-0,1.570565842284189,14.03484046539887,0.000988732829291433,58346.7775256438,62659.68739565392,6.51866106558908,298.0408144666051,180.7541269238347,0.1682541156661349,5,NaN,30,NaN,0.1986766434748857,0.2011276992613432,NaN,NaN,0.06198650127195639,0,NaN,0,0,0,0,3
4.600000000000001,30,100,15,0,19.96591112009794,34.51891294966948,0.0001,0,0.6,-0,1.60714656681532,13.98258041162612,0.0009881767416828207,58349.44828335451,62668.72040623206,6.517741581536384,298.052287385547,183.8350750433318,0.1726870551540201,5,NaN,30,NaN,0.2200264634094348,0.2007172659765556,NaN,NaN,0.06362331309280819,0,NaN,0,0,0,0,3
4.800000000000001,30,100,15,0,13.42527204891097,39.95089555747447,0.0001,0,0.6,-0,1.640781086986178,13.93850045883722,0.0009876423240642322,58350.80779174747,62676.44271642383,6.506996421300791,298.0614002505351,186.2824128928889,0.1772792904462207,5,NaN,30,NaN,0.2384008572635159,0.2003621777152586,NaN,NaN,0.06531914233215219,0,NaN,0,0,0,0,3
5,30,100,15,0,11.17900530519881,44.96956404431166,0.0001,0,0.6,-0,1.670727515047209,13.88383083061172,0.0009871144713163372,58351.71510101312,62683.72175546571,6.492803797720349,298.072192031321,189.180786762199,0.1820431973647823,5,NaN,30,NaN,0.259593866937799,0.199953353298486,NaN,NaN,0.06707858113717842,0,NaN,0,0,0,0,3
5.2,30,100,15,0,14.58965350964926,50.9268913231002,0.0001,0,0.6,-0,1.696521251586546,13.83390870178033,0.0009865909694446264,58352.30159670282,62690.67566677361,6.483031403913035,298.0815187336856,191.685798040797,0.1869970889498715,0,NaN,30,NaN,0.2791822357411921,0.1995740605407167,NaN,NaN,0.06890841793546412,0,NaN,0,0,0,0,3
5.4,30,100,15,0,21.88372900066583,56.77086645753099,0.0001,0,0.6,-0,1.718530908286859,13.78444896855564,0.0009860424464421382,58354.3448635747,62699.07006427612,6.482282535199926,298.0856435468706,192.7937297778776,0.1921307756357117,0,NaN,30,NaN,0.2988036476606191,0.1991934797033689,NaN,NaN,0.07080491543174008,0,NaN,0,0,0,0,3
5.600000000000001,30,100,15,0,29.4618995498911,61.18092925183127,0.0001,0,0.6,-0,1.736647520096569,13.73187093448542,0.0009854688398421277,58357.90231559923,62708.97756080682,6.490791487645181,298.0898585825502,193.9259934356429,0.1974420558241677,0,NaN,30,NaN,0.3191689740966659,0.1987981805776091,NaN,NaN,0.07276728683421385,0,NaN,0,0,0,0,3
5.800000000000001,30,100,15,0,33.63499874791636,65.81581347004536,0.0001,0,0.6,-0,1.751036795068669,13.68363596922696,0.0009848822788377121,58362.29261905544,62719.71819493721,6.504742726268921,298.0954617002864,195.4312875073054,0.2029350898262458,0,NaN,30,NaN,0.3375364706581111,0.1984399798939013,NaN,NaN,0.07479709687829059,0,NaN,0,0,0,0,3
6,30,100,15,0,32.23937682548699,71.08697316708833,0.0001,0,0.6,-0,1.761550761535632,13.6355536894619,0.0009843014493811874,58366.40185410182,62730.18289943691,6.511042552798953,298.1007678235365,196.8569528542411,0.2086180166068743,0,NaN,30,NaN,0.3542846983487919,0.1981117898048797,NaN,NaN,0.07689738266284346,0,NaN,0,0,0,0,3
6.2,30,100,15,0,28.36633623848322,76.45537606608463,0.0001,0,0.6,-0,1.768373813067974,13.58823790108536,0.0009837341497646349,58369.73445345683,62739.86123410233,6.512256206211483,298.1072721994764,198.6047456768899,0.2144881702827465,0,NaN,30,NaN,0.370521248674178,0.1977927055943928,NaN,NaN,0.07906718995001807,0,NaN,0,0,0,0,3
6.4,30,100,15,0,24.00003241559292,82.43838322358263,0.0001,0,0.6,-0,1.771872274337239,13.53673539150752,0.0009831814828074553,58372.19169677321,62748.67611368599,6.505827996454866,298.1135874613346,200.3018746771237,0.2205390013060527,0,NaN,30,NaN,0.3881084893776731,0.1974474601627058,NaN,NaN,0.08130412906524219,0,NaN,0,0,0,0,3
6.600000000000001,30,100,15,0,22.21380205256824,88.59107322548317,0.0001,0,0.6,-0,1.772442306269304,13.48902167896965,0.0009826341954939333,58374.28950684284,62757.14750857757,6.49429620989943,298.1211081206692,202.3230976366665,0.2267649099701455,0,NaN,30,NaN,0.4044562528256203,0.1971251449797342,NaN,NaN,0.08360616102021806,0,NaN,0,0,0,0,3
6.800000000000001,30,100,15,0,25.03257208147702,95.39786603205107,0.0001,0,0.6,-0,1.769608274858557,13.42929285729396,0.0009820768458543713,58376.95032355186,62766.20107647553,6.485784187158257,298.1173284843995,201.3072290279489,0.2331777784540107,0,NaN,30,NaN,0.4249048674988575,0.19672440391153,NaN,NaN,0.08597771193945461,0,NaN,0,0,0,0,3
7,30,100,15,0,31.22991493578801,98.57904109908722,0.0001,0,0.6,-0,1.762507437874918,13.36060868744811,0.0009814986364716121,58380.85150623737,62776.49804423491,6.482973152825385,298.1127603963243,200.0793214693496,0.2397910936914831,0,NaN,30,NaN,0.4501837360380072,0.1962311361358308,NaN,NaN,0.08842380547814031,0,NaN,0,0,0,0,3
7.2,30,100,15,0,38.54263552547421,101.4312161501329,0.0001,0,0.6,-0,1.749551178556497,13.29456793119339,0.0009808964548260893,58386.21601904126,62788.22937610897,6.488500531546363,298.1088930129845,199.0396396564191,0.2466287364334537,0,NaN,30,NaN,0.4741700314113322,0.1957615126688179,NaN,NaN,0.09095331527927385,0,NaN,0,0,0,0,3
7.4,30,100,15,0,43.63529779485916,104.3597444206239,0.0001,0,0.6,-0,1.730960784700721,13.21604170506573,0.0009802781183475011,58392.59809115648,62800.95510939969,6.497393252023239,298.1157869258751,200.8932849600243,0.2537016767025118,0,NaN,30,NaN,0.5032763623504688,0.1951934266934212,NaN,NaN,0.09357034517542002,0,NaN,0,0,0,0,3
7.600000000000001,30,100,15,0,45.18651647430639,110.8506377298587,0.0001,0,0.6,-0,1.707217898060535,13.13427115371246,0.0009796555895537661,58399.28880395688,62813.99074800878,6.505658506548674,298.1159587283503,200.9395102380209,0.2610212750404487,0,NaN,30,NaN,0.5338612048470792,0.1945959620068396,NaN,NaN,0.09627914810542941,0,NaN,0,0,0,0,3
7.800000000000001,30,100,15,0,43.44446052551952,115.2002149574277,0.0001,0,0.6,-0,1.677860356595492,13.05348595345388,0.0009790399572945448,58405.6313971635,62826.68707211957,6.510734252943991,298.1096586357272,199.2450268897957,0.2686046523539855,0,NaN,30,NaN,0.5634332893423133,0.1940165712738481,NaN,NaN,0.0990861143461951,0,NaN,0,0,0,0,3
8,30,100,15,0,39.68055971422774,117.3738467970423,0.0001,0,0.6,-0,1.643350420705406,12.98722422993894,0.0009784376337190332,58411.22220447157,62838.62586585162,6.508841677028943,298.1052592058728,198.0615718768991,0.2764421020455557,0,NaN,30,NaN,0.5868560450352275,0.1935536044330752,NaN,NaN,0.1019877080057903,0,NaN,0,0,0,0,3
8.200000000000001,42,100,15,0,36.68633894011709,120.0154930317171,0.0001,0,0.6,-0,1.603027181933988,13.11046399094139,0.0009778453302688515,58416.21379611257,62849.96754155879,6.500817343665179,298.1089134840869,199.0447658008225,0.2214492299927565,0,NaN,30,NaN,0.5845481643249141,0.1968874662087391,NaN,NaN,0.1142969283948929,0,NaN,0,0,0,0,3
8.4,42,100,15,0,36.89966504455028,125.2564349597298,0.0001,0,0.6,-0,1.55727678888459,13.03706869450617,0.0009772517763353349,58421.24519413871,62861.35694158395,6.492868758945694,298.1220017301384,202.5666381508664,0.220614188701798,0,NaN,30,NaN,0.5720889872149638,0.1970580142384835,NaN,NaN,0.1138646983655102,0,NaN,0,0,0,0,3
8.6,42,100,15,0,40.2725549573884,133.82872841415,0.0001,0,0.6,-0,1.505895022481959,12.94683277195889,0.0009766462388378734,58426.94690620992,62873.44159736107,6.484459455191488,298.1352589925949,206.1345307578501,0.2260692227007344,0,NaN,30,NaN,0.6029711914216558,0.1966284848755816,NaN,NaN,0.1166884766164035,0,NaN,0,0,0,0,3
8.800000000000001,42,100,15,0,47.01091992600455,142.8793869964398,0.0001,0,0.6,-0,1.448723572629226,12.8688620505799,0.0009760179260982266,58433.9938776557,62886.88636791013,6.481777915205095,298.1348151917875,206.0151052068496,0.232423013042406,0,NaN,30,NaN,0.6334779681538112,0.1962018939983292,NaN,NaN,0.1199779988672281,0,NaN,0,0,0,0,3
9,42,100,15,0,54.80163952310848,147.6990584717811,0.0001,0,0.6,-0,1.385216731621885,12.79182094179253,0.0009753640761208671,58442.59860599414,62901.88829582118,6.48445019759816,298.1329831689174,205.5219191066305,0.2390673413602979,0,NaN,30,NaN,0.6617641076248821,0.1958045418350968,NaN,NaN,0.1234185228408888,0,NaN,0,0,0,0,3
9.200000000000001,42,100,15,0,61.52421446963882,152.1259087796734,0.0001,0,0.6,-0,1.315185531491197,12.70679882221555,0.0009746886056934723,58452.54672185378,62918.23520180704,6.490222088558445,298.1367520482835,206.5368618923459,0.2459451178796481,0,NaN,30,NaN,0.6933618825397632,0.1953613599721201,NaN,NaN,0.1269805570937795,0,NaN,0,0,0,0,3
9.4,42,100,15,0,65.94499854756882,158.4267811668989,0.0001,0,0.6,-0,1.239339839905609,12.6223325441724,0.0009739994391408919,58463.3787602581,62935.47250584627,6.495154983542428,298.1280604088682,204.1958179743189,0.2530414461039095,0,NaN,30,NaN,0.7261573801388228,0.1949010368860264,NaN,NaN,0.1306564497226019,0,NaN,0,0,0,0,3
9.600000000000001,42,100,15,0,68.40529528612296,160.5281007840238,0.0001,0,0.6,-0,1.156055118887735,12.53175097474166,0.0009733031493894305,58474.70323630219,62953.18802755947,6.499456278596888,298.1270583744643,203.9259020062601,0.2603717259999141,0,NaN,30,NaN,0.7588624543761509,0.1944410569187409,NaN,NaN,0.1344542431633365,0,NaN,0,0,0,0,3
9.800000000000001,42,100,15,0,69.14446086353783,165.0498515428381,0.0001,0,0.6,-0,1.065875468812952,12.44532775774797,0.0009726050471511473,58486.17269636799,62971.0629590169,6.502175916346748,298.1406181257177,207.5801892350525,0.267953893546897,0,NaN,30,NaN,0.7869489046443202,0.1940431883854588,NaN,NaN,0.1383833023950321,0,NaN,0,0,0,0,3
10,42,100,15,0,68.79893805719333,174.5001700256858,0.0001,0,0.6,-0,0.9689841190205121,12.35605814008799,0.0009719084099023767,58497.56832538073,62988.87524618304,6.50323345069673,298.1527072474181,210.8390327549092,0.2757832375243501,0,NaN,30,NaN,0.8170698247842979,0.1936167445875036,NaN,NaN,0.1424412629623004,0,NaN,0,0,0,0,3
10.2,42,100,15,0,68.03079190663277,183.8423985923547,0.0001,0,0.6,-0,0.8662563483814979,12.27973622309749,0.0009712146829238943,58508.80843161071,63006.52563571604,6.499736091135309,298.1466724502877,209.211889939541,0.2838252929154392,0,NaN,30,NaN,0.8424469198183139,0.1932543837949458,NaN,NaN,0.14661033471836,0,NaN,0,0,0,0,3
10.4,42,100,15,0,68.67121090179074,187.3962469477983,0.0001,0,0.6,-0,0.7568786923775828,12.18541772351643,0.0009705190976840046,58520.17691026449,63024.30565100755,6.492928899325265,298.1434979740542,208.3557631837018,0.2920877887260118,0,NaN,30,NaN,0.8750131123852746,0.192792991760411,NaN,NaN,0.1508945953673232,0,NaN,0,0,0,0,3
10.6,42,100,15,0,72.03078721022516,191.8465305115143,0.0001,0,0.6,-0,0.6408069653906578,12.09247668357382,0.0009698126655110408,58532.21785565413,63042.77538198959,6.489035725323579,298.1353710159396,206.1632956517395,0.3005937941721742,0,NaN,30,NaN,0.9063430408672558,0.1923476436312824,NaN,NaN,0.1553060848475681,0,NaN,0,0,0,0,3
10.8,42,100,15,0,76.92748367772683,194.4477125607472,0.0001,0,0.6,-0,0.517810128932135,12.00253201206693,0.0009690902207527941,58545.23676011484,63062.19834766328,6.484501653385796,298.144980618814,208.7566487063349,0.3093336464660927,0,NaN,30,NaN,0.938103167640902,0.1918955625605514,NaN,NaN,0.1598398743896304,0,NaN,0,0,0,0,3
11,42,100,15,0,83.64923592255897,202.9003908360217,0.0001,0,0.6,-0,0.3899027971677557,11.93013022391882,0.0009683456064523248,58559.59730584318,63082.96386288558,6.479731983223981,298.1453835695224,208.8654866590757,0.3182802423817531,0,NaN,30,NaN,0.9614909869712142,0.1915575778139751,NaN,NaN,0.1644819826345061,0,NaN,0,0,0,0,3
11.2,42,100,15,0,92.27757812089622,208.4041100143896,0.0001,0,0.6,-0,0.2584695937599752,11.8616098344119,0.0009675726619135766,58575.68016988819,63105.46915809312,6.478155816673986,298.1581299013019,212.3075984031279,0.3274235952083868,0,NaN,30,NaN,0.9843241862607411,0.1912266323783292,NaN,NaN,0.1692273014207886,0,NaN,0,0,0,0,3
11.4,42,100,15,0,101.5251583330679,218.2504562050794,0.0001,0,0.6,-0,0.1293680519475849,11.85099934422924,0.0009667697295600583,58593.60805266488,63129.80941961386,6.483013356794646,298.1644779410701,214.0224721536599,0.3366842428455888,0,NaN,30,NaN,0.9977388746101424,0.19102465854422,NaN,NaN,0.1740346491622095,0,NaN,0,0,0,0,3
11.6,42,100,15,0,108.8188391506537,226.2748037355927,0.0001,0,0.6,-0,0.02943056954987068,12.22523725150117,0.0009659441582496361,58612.99277697343,63155.60964644336,6.49524512590562,298.1511417159338,210.4178167424436,0.3457043477727075,0,NaN,30,NaN,0.9366582287059695,0.1918453557031693,NaN,NaN,0.1787182442783344,0,NaN,0,0,0,0,3
11.8,42,100,15,0,111.2162127141079,227.7941185554174,0.0001,0,0.6,-0,0.01065120510234772,12.88870261835561,0.0009651151427266677,58632.87204489789,63181.88313896397,6.526302348639752,298.0427635965127,181.115599111605,0.3529477467673004,0,NaN,30,NaN,0.6566791407167833,0.1956500553127052,NaN,NaN,0.1824801015973497,0,NaN,0,0,0,0,3
12,42,100,15,0,101.1525472287943,196.1715033911948,0.0001,0,0.6,-0,0.01041800783268591,12.88403481789273,0.0009643268179159489,58650.76903204329,63206.16895291489,6.558837197618318,297.9405089064417,153.4593078466493,0.3586472157068744,0,1503.802583367905,30,1829.989685110367,0.5709513361929398,0.1968008051420664,0.0009675726619135766,3.108983780389634,0.185440619205298,0,10.91960322349902,0,0,0,0,3
12.2,42,100,30,0.5172480191565415,50.57627361439714,58.85145101735844,211.6515992688865,0,0.6,-0,0.01671755479136626,12.50882749625461,0.0009636439298709053,58661.55009882741,63224.34790345404,6.557797704880382,298.7547838198653,373.7579253690167,0.3646101833064363,0,NaN,30,NaN,0.6695317158197335,0.1954526745645182,NaN,NaN,0.188538479312601,0,NaN,0,0,0,0,3
12.4,42,100,30,1.038935914599155,25.28813680719857,338.3122903155837,21.16515992688866,0,0.6,-0,0.01612223212643431,12.47808931112871,0.0009630320724322205,58667.28495294791,63237.46267803529,6.531499618866402,298.5763833279019,325.4827298214159,0.371109247153969,0,NaN,30,NaN,0.7031753994126384,0.1949828593792203,NaN,NaN,0.1919153994352576,0,NaN,0,0,0,0,3
12.6,42,100,30,0,13.29122060600229,298.9614519824717,2.116515992688865,0,0.7,-0,0.01543308848661791,13.30016094828659,0.0009624664967979585,58670.46414587744,63247.99853235771,6.497204609837194,298.3980333722719,277.2145558439331,0.377667041741847,0,NaN,30,NaN,0.7103409358980035,0.1948726168243747,NaN,NaN,0.1953234168253764,0,NaN,0,0,0,0,3
12.8,42,100,30,0,14.95771042549574,260.3830957761727,0.2116515992688865,0,0.7,-0,0.01519220372116271,13.26323077508196,0.0009618981923442025,58674.02384135842,63258.96052358092,6.467175215242258,298.2488183477313,236.8265783581433,0.3842385879364243,0,NaN,30,NaN,0.7141677348988319,0.1948077343312198,NaN,NaN,0.1987391660907788,0,NaN,0,0,0,0,3
13,42,100,30,0,28.5963767139705,225.1677884370922,0.02116515992688866,0,0.7,-0,0.0146857867472674,13.25006470471574,0.0009612877444082884,58680.34993510549,63272.69063128281,6.451312841507888,298.126863596784,203.8123059205093,0.3908276219220433,0,NaN,30,NaN,0.7150321365893643,0.1947830966158301,NaN,NaN,0.2021645935454481,0,NaN,0,0,0,0,3
13.2,42,100,30,0,48.54717463396025,193.5432000842576,0.002116515992688866,0,0.7,-0,0.01446896089914935,13.23562858878019,0.0009606148261426787,58690.69515343532,63290.44321107928,6.450551653723496,298.0424874162498,180.9662563201805,0.3973959051348104,0,NaN,30,NaN,0.7174187287378943,0.1947378051656852,NaN,NaN,0.205579819895605,0,NaN,0,0,0,0,3
13.4,42,100,30,0,68.79825024454479,170.105463311461,0.0002116515992688866,0,0.7,-0,0.01387275388427511,13.22687333227443,0.0009598789187678355,58705.10976076996,63312.25564547812,6.464721583591793,297.9851984075643,165.4502109054317,0.4039583188315291,0,NaN,30,NaN,0.7169625236572553,0.1947311768908569,NaN,NaN,0.2089925793410455,0,NaN,0,0,0,0,3
13.6,42,100,30,0,83.38070363694932,152.5668547783469,0.0001,0,0.7,-0,0.01359517339498484,13.22803290060373,0.0009590991060884328,58722.45336829629,63337.01036503504,6.488951935797041,297.9454829991235,154.6902074010195,0.4105091932486086,0,NaN,30,NaN,0.7059533789344709,0.1948680014653854,NaN,NaN,0.2123999211606243,0,NaN,0,0,0,0,3
13.8,42,100,30,0,88.28579753847831,45.77005643350408,161.0626253145271,0,0.7,-0,0.01355856085979769,13.21423604351953,0.0009582967256850973,58740.6877974579,63362.6744533669,6.513002116262833,298.5958002745877,330.9431347853567,0.4170545762837649,0,NaN,30,NaN,0.7026322001739406,0.1949003205335155,NaN,NaN,0.2158049889511897,0,NaN,0,0,0,0,3
14,42,100,30,0,83.60360356847397,268.3829944990918,16.10626253145271,0,0.7,-0,0.01339959369155184,13.20795259631783,0.0009575048917751463,58757.91532016092,63387.32700793458,6.532074002640116,298.42427200657,284.4376898597796,0.4235842455157966,0,NaN,30,NaN,0.6963700880052166,0.194972607899967,NaN,NaN,0.2192024620770691,0,NaN,0,0,0,0,3
14.2,42,100,30,0,71.3084073026005,226.6708727640392,1.610626253145272,0,0.7,-0,0.01306279195731045,13.18895115244993,0.0009567598310996999,58772.72908727399,63409.56752521847,6.540786066906119,298.2736159672574,243.5775912392023,0.4301025772068882,0,NaN,30,NaN,0.6963688370202227,0.1949598618674784,NaN,NaN,0.2225946141072911,0,NaN,0,0,0,0,3
14.4,42,100,30,0,55.54643500576786,191.8912014577019,0.1610626253145272,0,0.7,-0,0.01271855947241884,13.17519417728044,0.0009560706565933477,58784.42504681036,63428.68226059742,6.538216739216931,298.1768056095547,217.3137091012355,0.4366060094993365,0,NaN,30,NaN,0.6932509283031597,0.194989470644431,NaN,NaN,0.2259795881006107,0,NaN,0,0,0,0,3
14.6,42,100,30,0,40.81604531946702,169.8821471172548,0.01610626253145272,0,0.7,-0,0.01245401384609599,13.12910794700965,0.0009554317183595449,58793.19758298238,63444.88963242897,6.52416557085215,298.1103178866891,199.2718861750052,0.4431107180245381,0,NaN,30,NaN,0.7072622153233067,0.1947864291026823,NaN,NaN,0.2293658016513892,0,NaN,0,0,0,0,3
14.8,42,100,30,0,31.70768296223828,154.3001707696972,0.001610626253145272,0,0.7,-0,0.01221856595063322,13.11053813858056,0.0009548230830553565,58800.16364129461,63459.29975609655,6.502352902377655,298.0664633992056,187.3694060097592,0.4496205107532736,0,NaN,30,NaN,0.7081161334785325,0.1947620923211965,NaN,NaN,0.2327552380946855,0,NaN,0,0,0,0,3
15,42,100,30,0,31.31310382500552,143.8059512602463,0.0001610626253145272,0,0.7,-0,0.01195575304090692,13.08224028239389,0.0009542157687982884,58807.0621612983,63473.65166891069,6.483320222712273,298.0269289197959,176.6374941859157,0.4561426606887207,0,NaN,30,NaN,0.7132418644243683,0.194679698678602,NaN,NaN,0.2361516867056854,0,NaN,0,0,0,0,3
15.2,42,100,30,0,38.49764139028056,132.9878419902093,0.0001,0,0.7,-0,0.01179971431902465,13.07602274403292,0.0009535852579930372,58815.40705882738,63489.46218674789,6.468757415850962,297.99593351973,168.2219754582277,0.4626704729174418,0,NaN,30,NaN,0.7067384315158433,0.1947552740826299,NaN,NaN,0.239551663608908,0,NaN,0,0,0,0,3
15.4,42,100,30,0,51.50153648147173,123.6007720554199,0.0001,0,0.7,-0,0.01156896925016144,13.05997641997382,0.0009529130424179351,58826.35927953739,63507.8917589676,6.463948193888994,297.9752290511479,162.5992678865923,0.4692041749525616,0,NaN,30,NaN,0.7066061490869975,0.1947442867967705,NaN,NaN,0.2429552889863701,0,NaN,0,0,0,0,3
15.6,42,100,30,0,66.4114321919532,116.537702884967,0.0001,0,0.7,-0,0.01155430917987534,13.02030251159837,0.0009521933692874086,58840.29535331013,63529.35222889147,6.467745719588577,297.9751691812233,162.5830101598861,0.4757613341299317,0,NaN,30,NaN,0.7181474224407476,0.194574689359205,NaN,NaN,0.2463717183180259,0,NaN,0,0,0,0,3
15.8,42,100,30,0,79.80529896194946,115.7434206933748,0.0001,0,0.7,-0,0.01113465891460206,13.01620885674696,0.0009514318162556752,58856.90970684874,63553.45519393274,6.479769486477366,297.9686172846291,160.8026469074627,0.4823124413435719,0,NaN,30,NaN,0.7209973073957361,0.1945231641364516,NaN,NaN,0.2497855791597013,0,NaN,0,0,0,0,3
16,42,100,30,0,88.39021849784648,112.5523096887027,0.0001,0,0.7,-0,0.01078922709642315,13.00171875622186,0.0009506447292021678,58875.24112936613,63579.25476918455,6.494060361216794,297.9635927834655,159.4368378174858,0.4888268629989204,0,NaN,30,NaN,0.7243816599341569,0.1944644502353455,NaN,NaN,0.2531809024099366,0,NaN,0,0,0,0,3
16.2,42,100,75,0,91.27767599602751,109.6911441852987,0.0001,0,0.7,-0,0.0383548468569482,11.90852884528268,0.0009497029703046366,58903.13768358031,63618.56840124076,6.485881769095132,298.0526871363509,183.6673123643802,0.4967774379137997,0,NaN,35,NaN,1.009657299775101,0.1905543396963731,NaN,NaN,0.2573255336938426,0,NaN,0,0,0,0,3
16.4,42,100,75,0,97.5175249393001,139.1011090694495,0.0001,0,0.7,-0,0.03862893898295821,11.80151247036645,0.0009487389013916604,58932.25555849345,63659.1092033838,6.473996261119469,298.118656531627,201.6182833245883,0.5063915434528691,0,NaN,35,NaN,1.11500819284884,0.1890882234928533,NaN,NaN,0.2623385135589491,0,NaN,0,0,0,0,3
16.6,42,100,75,0,108.4518334628834,163.1681104062277,0.0001,0,0.7,-0,0.03686288919802534,11.75235390274738,0.000947738796169403,58963.54318934822,63701.83418597568,6.470046187314736,298.1513063560445,210.5080171267904,0.5163828567925343,0,NaN,35,NaN,1.144710698425209,0.1886601697237206,NaN,NaN,0.2675495121856517,0,NaN,0,0,0,0,3
16.8,42,100,75,0,120.9282811535464,178.3871493016852,0.0001,0,0.7,-0,0.03379597440425428,11.70966743691073,0.0009466989574512674,58997.31603841807,63747.02878654284,6.466329744355174,298.1671072635721,214.8129630989773,0.5264976611342692,0,NaN,35,NaN,1.159788476768395,0.188433197885422,NaN,NaN,0.2728263048018477,0,NaN,0,0,0,0,3
17,42,100,75,0,134.915933108209,189.2675770672608,0.0001,0,0.7,-0,0.03309543710686139,11.65548479322568,0.00094561545736621,59033.88132691882,63795.14167845961,6.466064819180414,298.1649413006166,214.2225213674135,0.5366887549106831,0,NaN,35,NaN,1.167327281938582,0.1883099693796247,NaN,NaN,0.2781443086386231,0,NaN,0,0,0,0,3
17.2,42,100,75,0,148.9989817731459,194.6683354251001,0.0001,0,0.7,-0,0.0325569886265607,11.5815295060481,0.0009444887370612819,59073.26204625039,63846.19083567751,6.464411871059805,298.1513071695896,210.5027129401089,0.5469952267271817,0,NaN,35,NaN,1.188864998002591,0.1879934392957512,NaN,NaN,0.2835239618335209,0,NaN,0,0,0,0,3
